id,Peso,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
D5-2012-09-23,72.8,27.0,36.0,14.0,NA,NA,34
G13-2014-10-05,76.2,31.0,129.0,15.7,45.0,57.0,57
C4-2013-10-03,76.0,32.8,153.0,15.3,NA,65.0,68
D9-2015-10-02,64.9,33.5,107.0,15.2,32.0,38.0,57
E22-2013-09-27,70.2,31.6,55.0,14.0,NA,NA,36
B12-2014-08-31,66.9,27.9,39.5,14.0,NA,NA,27
D7-2014-08-18,16.7,14.9,14.0,9.8,NA,NA,7
F17-2013-09-27,80.1,33.3,139.0,14.2,56.0,67.0,65
D6-2012-11-02,70.1,33.0,174.0,15.0,59.0,88.0,76
B13-2012-09-08,53.0,22.7,24.0,11.6,NA,NA,17
H8-2015-09-22,17.0,15.4,14.0,10.1,NA,NA,10
H9-2014-11-06,88.2,NA,NA,NA,NA,NA,78
D6-2014-09-11,38.3,26.5,30.0,13.5,NA,NA,25
D13-2014-09-02,34.5,NA,NA,NA,NA,NA,15
B12-2016-09-26,71.2,29.1,51.0,13.3,NA,NA,34
G2-2013-09-18,53.9,30.9,63.0,13.3,15.0,15.0,35
G7-2015-09-04,53.9,23.96,28.0,12.68,NA,NA,21
A9-2014-10-04,53.1,NA,NA,NA,NA,NA,45
B13-2012-10-10,90.5,33.1,99.0,15.3,38.0,45.0,49
A9-2017-10-17,68.7,NA,NA,NA,NA,NA,54
D4-2017-10-18,73.6,30.7,172.0,15.1,60.0,83.0,68
B1-2014-08-25,58.2,23.7,26.0,12.2,NA,NA,18
FZ-2014-10-11,85.2,32.6,154.0,16.1,58.0,74.0,66
E14-2012-09-13,61.8,25.9,35.0,13.6,NA,NA,25
A3-2012-09-03,41.5,19.8,22.0,10.9,NA,NA,16
F10-2014-10-29,68.4,31.5,141.0,15.8,52.0,62.0,77
H8-2014-09-14,63.3,29.2,41.0,14.2,NA,NA,33
F16-2017-09-30,80.3,31.8,95.0,15.6,37.0,36.0,48
D8-2017-10-06,85.5,34.1,147.0,16.0,59.0,71.0,63
A9-2014-09-19,NA,NA,NA,NA,NA,NA,30
G11-2014-09-14,75.6,32.5,141.0,15.8,57.5,64.5,62
D6-2012-10-08,86.1,NA,NA,NA,NA,NA,51
B13-2012-09-30,99.0,NA,NA,NA,NA,NA,39
D4-2012-08-31,62.9,28.7,43.0,13.1,NA,NA,29
D6-2014-10-18,76.5,NA,NA,NA,NA,NA,62
A2-2014-09-12,65.7,33.6,106.0,15.5,42.0,48.0,60
FA-2012-09-14,47.7,NA,NA,NA,NA,NA,18
E16-2013-11-11,71.3,31.5,164.0,14.6,59.0,86.0,87
FZ-2012-10-13,90.3,33.0,121.0,15.5,47.0,54.0,58
F6-2012-10-15,96.3,NA,NA,NA,NA,NA,53
G7-2015-10-22,94.0,32.9,166.0,16.1,60.0,79.0,69
D10-2015-11-13,82.3,31.4,143.0,15.4,59.0,73.5,69
F19-2012-09-13,83.3,34.0,105.0,15.2,33.0,42.0,55
C5-2014-09-28,80.4,32.9,96.0,15.5,41.0,42.0,52
F19-2013-09-15,77.7,31.5,101.0,14.2,37.0,48.0,55
F16-2017-09-22,78.6,31.4,69.0,14.7,NA,NA,40
D10-2015-09-21,40.9,21.5,25.0,11.9,NA,NA,16
E22-2013-09-06,37.7,19.9,20.0,11.3,NA,NA,15
E14-2014-10-12,76.2,NA,NA,NA,NA,NA,47
E7-2015-09-12,56.8,24.6,29.0,12.4,NA,NA,20
G13-2014-09-20,71.4,31.1,70.5,15.0,25.0,26.0,42
C7-2015-09-26,83.1,32.2,69.0,16.4,20.0,19.0,44
FZ-2016-09-23,84.9,31.1,87.0,15.1,30.0,33.0,46
B1-2016-09-23,78.9,30.9,92.0,15.3,33.0,37.0,48
E14-2012-10-19,89.7,32.0,136.0,15.7,55.0,63.0,61
A2-2014-09-24,85.9,34.2,148.5,15.4,52.0,71.0,72
E22-2013-10-03,62.9,32.5,72.0,14.5,16.0,18.0,42
C4-2012-09-26,74.8,33.1,134.0,14.9,46.0,56.0,59
D2-2014-09-01,58.9,27.3,35.0,13.5,NA,NA,25
F10-2017-09-12,41.7,20.9,20.0,11.4,NA,NA,12
C5-2014-10-01,81.3,33.3,104.0,15.8,41.0,47.0,55
D4-2012-09-15,75.7,32.5,86.0,14.5,23.0,28.0,44
D13-2014-10-24,54.6,31.8,138.0,15.4,52.5,62.0,67
FD-2012-08-22,58.1,23.5,26.0,11.5,NA,NA,18
H2-2013-11-12,62.2,28.5,156.0,14.4,56.0,84.0,81
C13-2015-11-10,58.3,31.3,161.0,15.7,58.0,80.0,78
H9-2014-11-11,78.4,NA,NA,NA,NA,NA,83
D9-2015-10-17,70.7,33.2,156.0,15.5,54.0,68.0,72
D5-2012-10-25,76.7,NA,NA,NA,NA,NA,66
A9-2015-09-10,59.8,28.5,58.0,14.2,NA,NA,30
A3-2014-09-18,58.0,29.5,53.0,13.0,NA,NA,39
H7-2013-09-24,33.2,25.2,41.0,11.6,10.0,10.0,30
A11-2012-10-23,87.2,33.0,164.0,15.6,59.0,75.0,76
D11-2014-10-01,80.8,33.2,118.0,15.9,37.0,44.5,54
F10-2017-11-05,82.7,32.0,162.0,15.7,63.0,87.0,66
H9-2014-09-24,65.5,NA,NA,NA,NA,NA,35
F19-2014-09-26,91.7,31.7,129.0,14.6,53.0,63.0,58
A3-2012-09-09,55.9,24.1,28.0,12.0,NA,NA,22
F16-2014-09-29,80.1,33.0,151.0,15.1,54.0,72.0,71
E14-2014-10-18,89.5,NA,NA,NA,NA,NA,53
F16-2013-10-09,73.0,31.5,145.0,14.8,57.0,72.0,67
D13-2014-10-18,57.8,31.5,120.0,15.0,45.0,50.0,61
C4-2012-08-24,64.0,27.3,35.0,12.9,NA,NA,26
D13-2014-09-20,50.1,NA,NA,NA,NA,NA,33
B2-2012-09-14,78.8,31.9,68.0,14.3,13.0,18.0,35
B12-2017-09-30,83.6,32.3,108.0,15.1,41.0,52.0,48
E14-2014-08-29,10.5,NA,NA,NA,NA,NA,3
A9-2017-09-24,66.1,29.0,46.0,14.4,NA,NA,31
D5-2012-09-21,64.9,NA,NA,NA,NA,NA,32
D5-2012-09-09,40.0,NA,NA,NA,NA,NA,20
C4-2013-09-15,74.6,32.8,87.0,14.2,30.0,36.0,50
A9-2014-10-23,71.1,31.3,97.0,14.6,34.0,42.0,64
H9-2014-08-22,10.2,12.9,14.0,9.1,NA,NA,2
C4-2012-08-21,57.4,25.6,32.0,12.9,NA,NA,23
F19-2015-09-13,57.9,29.7,42.5,12.6,NA,NA,29
D9-2012-10-06,74.6,33.5,174.0,16.9,57.0,79.0,70
FZ-2015-09-18,77.7,31.9,103.0,15.2,40.0,41.0,53
D10-2015-09-23,57.7,23.2,26.0,12.1,NA,NA,18
B5-2014-10-22,98.6,NA,NA,NA,NA,NA,66
A11-2012-10-14,81.1,33.0,130.0,15.6,49.0,55.0,67
B6-2012-10-15,87.9,32.3,112.0,14.7,44.0,47.0,52
D13-2014-08-24,18.6,NA,NA,NA,NA,NA,6
B6-2012-10-09,83.0,32.1,93.0,14.7,32.0,33.0,46
A9-2017-09-02,NA,NA,NA,NA,NA,NA,9
F10-2015-10-10,94.5,32.4,129.0,15.4,50.0,60.0,61
D11-2014-08-29,49.8,26.1,29.0,12.8,NA,NA,21
D11-2014-08-23,42.5,21.5,23.0,12.0,NA,NA,15
D5-2014-10-10,76.4,32.6,92.0,15.2,32.0,36.0,48
F17-2015-10-05,69.2,33.0,115.0,14.7,47.0,49.0,57
G6-2014-09-11,40.0,29.1,36.0,13.0,NA,NA,30
F16-2017-09-09,54.1,28.2,38.0,12.9,NA,NA,27
G8-2013-10-03,83.2,31.1,114.0,14.5,44.0,48.0,53
E14-2014-09-14,31.4,NA,NA,NA,NA,NA,19
FZ-2012-11-03,72.4,33.0,183.0,15.5,61.0,95.0,79
G9-2017-10-21,84.5,31.1,163.0,15.9,64.0,84.0,68
FZ-2014-09-26,96.7,32.2,101.5,15.8,41.0,44.5,51
F19-2014-08-18,61.2,23.9,27.0,11.8,NA,NA,19
D3-2014-08-23,44.5,20.0,20.0,11.1,NA,NA,13
C1-2017-11-05,62.3,32.1,175.0,15.5,62.0,89.0,78
C8-2014-09-10,34.0,NA,NA,NA,NA,NA,23
D3-2012-08-19,17.5,14.2,14.0,11.0,NA,NA,7
A9-2014-09-22,34.8,NA,NA,NA,NA,NA,33
F17-2013-09-09,71.9,33.1,75.0,14.2,22.0,25.0,47
E16-2012-09-11,62.8,NA,NA,NA,NA,NA,24
G7-2013-11-20,32.6,31.0,144.0,14.4,54.0,72.0,95
E7-2015-10-03,68.8,32.2,81.0,14.8,28.0,26.0,41
D5-2012-08-21,10.0,13.1,14.0,8.5,NA,NA,1
A7-2017-10-12,80.6,32.8,151.0,14.6,57.0,72.0,63
C6-2012-10-23,74.6,32.4,166.0,15.4,56.0,81.0,72
E17-2012-11-06,67.2,NA,NA,NA,NA,NA,75
B13-2012-09-07,58.1,21.9,22.0,11.5,NA,NA,16
E16-2015-09-15,53.0,22.5,25.0,12.3,NA,NA,17
D6-2014-10-08,NA,NA,NA,NA,NA,NA,52
D3-2012-10-15,88.4,32.5,138.0,15.0,52.0,63.0,64
C13-2015-10-23,90.2,31.6,112.0,15.1,46.0,53.0,60
D5-2012-11-01,95.3,32.2,157.0,15.0,60.0,84.0,73
F6-2013-10-30,44.4,32.3,154.0,14.9,57.0,80.0,78
H5-2015-09-13,56.4,30.0,58.5,14.1,13.0,13.0,37
C4-2014-08-29,71.9,32.0,65.0,13.5,10.0,10.0,34
C6-2017-09-30,74.3,33.3,79.0,15.5,26.0,27.0,44
C7-2017-09-28,91.2,33.2,143.0,16.3,55.0,69.0,64
C4-2015-09-29,71.6,31.8,82.5,15.1,32.0,34.0,52
H8-2014-08-24,27.4,17.8,16.5,11.4,NA,NA,12
E16-2015-11-04,89.2,33.3,163.0,15.7,59.0,76.0,67
FZ-2013-09-24,86.0,33.0,78.0,14.3,28.0,30.0,47
E14-2012-10-07,82.4,32.0,98.0,15.8,37.0,37.0,49
C4-2014-08-23,66.1,29.1,44.5,13.2,NA,NA,28
D6-2014-09-21,66.2,NA,NA,NA,NA,NA,35
E14-2014-09-05,NA,NA,NA,NA,NA,NA,10
D6-2014-09-13,40.0,NA,NA,NA,NA,NA,27
A6-2014-08-31,41.9,23.5,26.0,12.3,NA,NA,20
D5-2016-10-24,77.6,32.3,153.0,14.7,60.0,81.0,64
D4-2015-09-08,18.7,13.79,15.0,9.46,NA,NA,9
C8-2014-08-19,10.4,12.3,11.5,9.1,NA,NA,1
D11-2015-09-21,66.7,32.6,65.5,14.8,27.0,28.0,43
D4-2012-09-03,76.4,30.0,53.0,13.4,NA,NA,32
G7-2015-10-26,82.7,32.9,175.0,16.2,60.0,81.0,73
D4-2015-10-20,77.0,30.7,101.0,16.1,40.0,45.0,51
A9-2017-11-04,NA,NA,NA,NA,NA,NA,72
F10-2014-08-30,39.0,21.3,12.2,21.0,NA,NA,17
E11-2012-08-19,29.4,15.4,17.0,11.2,NA,NA,8
H3-2015-09-25,53.8,32.2,105.0,15.3,36.0,39.0,53
F10-2014-09-11,31.9,26.0,29.5,13.5,NA,NA,29
E14-2014-09-29,88.9,NA,NA,NA,NA,NA,34
C9-2012-08-27,54.6,25.0,30.0,12.8,NA,NA,22
A6-2014-10-11,41.9,30.7,78.0,14.6,29.0,34.0,61
F6-2012-10-06,67.7,NA,NA,NA,NA,NA,44
C2-2014-10-06,NA,NA,NA,NA,NA,NA,50
B13-2014-10-03,78.0,NA,NA,NA,NA,NA,36
C2-2014-09-12,49.5,NA,NA,NA,NA,NA,26
D5-2012-08-24,11.4,13.6,14.0,8.6,NA,NA,4
G12-2014-09-23,69.2,33.3,110.0,15.9,41.0,48.0,51
D13-2014-10-27,55.8,31.6,145.0,15.3,54.0,66.0,70
D5-2014-10-19,62.0,32.5,116.0,15.1,38.0,47.0,57
B5-2014-10-15,86.1,NA,NA,NA,NA,NA,59
E16-2013-10-18,50.4,31.5,100.0,14.5,45.0,55.0,63
C5-2016-11-07,61.5,32.1,170.0,15.2,58.0,80.0,73
A3-2014-10-18,95.0,31.8,143.0,14.5,50.0,65.0,69
FZ-2012-10-22,88.2,33.0,153.0,15.5,57.0,72.0,67
G13-2014-10-14,54.9,31.7,157.0,15.3,54.0,74.0,66
D3-2012-09-03,47.9,23.0,26.0,12.0,NA,NA,22
D5-2014-10-12,67.4,NA,NA,NA,NA,NA,50
D9-2014-09-22,65.9,32.4,123.5,16.1,47.0,58.0,59
H9-2014-08-21,8.5,12.9,14.0,9.0,NA,NA,1
D13-2014-08-20,10.8,NA,NA,NA,NA,NA,2
D4-2014-08-21,62.6,27.9,36.0,14.0,NA,NA,26
F10-2014-09-23,62.5,27.5,49.0,13.8,NA,NA,41
B5-2015-09-18,66.5,30.6,57.5,13.0,10.0,10.0,35
C7-2015-10-12,83.6,32.2,117.0,16.3,46.0,48.0,60
D6-2017-09-20,83.8,34.0,106.0,15.5,45.0,47.0,53
C2-2014-09-06,NA,NA,NA,NA,NA,NA,20
B6-2012-10-12,87.2,32.0,105.0,14.9,36.0,37.0,49
F4-2015-09-30,75.1,31.6,140.0,15.1,55.0,62.0,65
G12-2013-10-09,83.3,32.8,151.0,14.5,53.0,69.0,70
F16-2017-08-26,45.9,20.4,20.0,10.1,NA,NA,13
C1-2014-09-13,39.4,27.5,35.0,12.9,NA,NA,31
A7-2014-09-30,73.8,33.5,136.0,15.1,54.0,62.0,65
B13-2014-10-08,NA,NA,NA,NA,NA,NA,41
E22-2016-09-27,74.0,32.9,109.0,15.1,38.0,44.0,59
E16-2012-11-05,65.1,30.9,179.0,15.1,61.0,91.0,79
G12-2014-10-05,89.8,33.6,151.0,15.5,55.0,68.0,63
A9-2017-10-24,77.4,31.6,144.0,16.0,53.0,67.0,61
F19-2012-09-22,78.4,34.0,135.0,15.4,51.0,64.0,64
B12-2017-09-22,76.4,33.1,78.0,14.6,NA,NA,40
H8-2014-09-02,64.3,24.1,26.0,13.2,NA,NA,21
FD-2015-10-12,72.0,32.4,64.0,14.4,28.0,29.0,40
B12-2017-10-18,76.4,32.0,171.0,15.4,58.0,81.0,66
A9-2017-08-31,22.9,15.1,17.0,9.6,NA,NA,7
F16-2013-09-18,67.2,31.5,72.0,14.3,25.0,26.0,46
H9-2014-11-13,70.3,34.8,177.0,16.0,56.0,85.5,85
B6-2012-09-03,32.0,16.2,16.0,10.3,NA,NA,10
H9-2013-09-07,48.1,23.7,27.0,12.8,NA,NA,21
D11-2015-09-06,50.1,28.28,34.0,13.64,NA,NA,28
B5-2014-09-15,50.6,NA,NA,NA,NA,NA,29
B9-2014-10-18,86.6,32.0,145.0,15.5,55.0,63.0,68
D13-2014-10-16,56.4,NA,NA,NA,NA,NA,59
F17-2013-09-24,82.9,33.3,130.0,14.0,50.0,60.0,62
A7-2014-09-21,44.0,33.6,104.5,15.3,40.5,45.0,56
G11-2017-09-14,69.1,28.6,49.0,13.5,NA,NA,30
D6-2014-09-07,NA,NA,NA,NA,NA,NA,21
E14-2012-08-25,15.4,13.9,14.0,8.8,NA,NA,6
H2-2013-10-22,42.9,28.5,93.0,13.6,33.0,45.0,60
H6-2013-10-13,75.4,31.0,143.0,14.0,57.0,74.0,67
D6-2014-11-03,68.2,NA,NA,NA,NA,NA,78
D8-2017-09-11,73.4,33.3,64.0,15.0,NA,NA,38
B13-2012-08-25,NA,NA,NA,NA,NA,NA,3
C2-2014-09-11,48.3,25.0,31.0,12.2,NA,NA,25
C7-2012-10-18,85.6,32.1,170.0,15.7,60.0,81.0,72
F16-2013-10-12,68.8,31.5,152.0,14.9,56.0,74.0,70
D9-2014-09-28,83.2,32.0,149.0,16.0,49.5,64.0,65
D6-2012-09-27,84.6,32.8,72.0,14.7,17.0,20.0,40
C8-2016-11-07,79.3,31.3,163.0,14.9,63.0,10.2,67
G7-2013-10-15,44.5,31.2,92.0,14.3,38.0,43.0,59
A2-2012-08-18,42.9,18.7,20.0,11.6,NA,NA,12
C5-2014-09-10,52.0,29.6,50.0,14.1,8.0,8.0,34
G12-2013-09-12,60.2,32.4,64.0,14.0,10.0,12.0,43
E14-2012-09-16,72.0,27.1,38.0,14.0,NA,NA,28
FA-2012-10-10,82.5,31.8,72.0,15.0,10.0,13.0,44
H8-2015-10-13,88.6,28.1,33.5,13.4,NA,NA,31
G9-2013-10-03,66.6,31.9,82.0,14.5,25.0,31.0,49
C2-2014-10-05,92.8,30.0,85.5,14.8,29.5,32.0,49
H7-2017-10-03,60.0,30.5,75.0,15.0,52.0,68.0,42
FA-2012-09-09,24.3,NA,NA,NA,NA,NA,13
C7-2014-09-13,79.5,33.0,113.0,15.0,41.5,46.0,54
A9-2017-10-20,68.7,NA,NA,NA,NA,NA,57
D11-2015-09-18,62.9,32.2,58.0,14.6,14.0,9.0,40
B12-2015-09-30,79.4,33.4,123.0,15.0,46.0,40.5,54
H4-2014-10-02,79.8,32.0,105.5,15.8,41.5,50.5,53
B8-2016-09-23,77.1,31.1,83.0,15.2,28.0,30.0,46
D5-2014-10-07,NA,NA,NA,NA,NA,NA,45
G11-2015-09-22,65.2,29.2,55.0,13.8,NA,NA,33
FD-2014-09-26,77.8,33.7,115.0,15.7,48.0,52.0,52
F19-2015-09-22,71.8,32.8,66.0,13.5,13.0,9.0,38
F16-2013-09-30,75.5,31.5,116.0,15.5,49.0,54.0,58
E22-2013-10-21,45.8,33.5,106.0,14.9,NA,46.0,60
D9-2016-09-27,81.1,32.3,129.0,15.9,44.0,55.0,61
C1-2017-10-21,72.1,31.5,138.0,15.3,56.0,66.0,63
H4-2014-09-17,66.2,30.5,66.0,14.6,18.0,19.0,38
E6-2017-09-11,34.6,20.2,20.0,11.3,NA,NA,15
D3-2012-10-06,89.2,32.5,106.0,15.1,43.0,45.0,55
E14-2012-08-23,15.0,14.2,14.0,8.8,NA,NA,4
F10-2014-11-10,65.1,31.2,168.0,16.2,55.0,80.0,89
F17-2015-09-22,73.8,32.5,74.0,14.1,25.0,21.0,44
FA-2012-10-23,92.2,NA,NA,NA,NA,NA,57
C5-2014-10-04,74.5,32.9,116.0,15.9,47.0,54.0,58
B5-2014-08-30,NA,NA,NA,NA,NA,NA,13
D5-2012-09-07,33.6,NA,NA,NA,NA,NA,18
A9-2017-09-26,65.2,NA,NA,NA,NA,NA,33
H6-2013-09-19,70.4,30.9,70.0,14.1,24.0,26.0,43
D5-2014-11-17,56.8,NA,NA,NA,NA,NA,86
A11-2012-10-11,79.5,33.0,122.0,15.6,42.0,45.0,64
H2-2013-10-16,47.9,28.5,76.0,13.5,33.0,37.0,54
A3-2012-10-29,72.9,NA,NA,NA,NA,NA,72
B12-2013-10-18,72.0,31.1,160.0,15.0,55.0,77.0,67
B6-2012-09-19,72.1,NA,NA,NA,NA,NA,26
E16-2012-10-16,NA,NA,NA,NA,NA,NA,59
F6-2012-10-08,67.6,30.4,76.0,14.5,24.0,29.0,46
FD-2012-09-09,75.7,32.8,65.0,14.2,8.0,8.0,36
G11-2015-09-10,45.0,24.2,30.0,12.2,NA,NA,21
D5-2012-10-31,88.9,NA,NA,NA,NA,NA,72
D4-2015-11-10,67.8,30.5,169.0,15.6,60.0,84.0,72
H9-2014-10-28,93.0,NA,NA,NA,NA,NA,69
C5-2012-09-26,64.3,29.6,65.0,13.8,6.0,10.0,47
B12-2012-10-08,88.7,30.4,98.0,14.7,34.0,41.0,48
G6-2014-10-20,82.7,33.7,159.5,14.6,59.0,75.0,69
E16-2012-10-31,78.9,NA,NA,NA,NA,NA,74
FA-2012-09-08,24.2,NA,NA,NA,NA,NA,12
E14-2014-09-02,15.8,NA,NA,NA,NA,NA,7
E23-2013-10-04,76.9,30.0,61.0,14.8,15.0,15.0,37
B12-2013-10-27,64.6,31.1,172.0,15.1,57.0,NA,76
F6-2013-08-31,55.2,22.7,25.0,12.6,NA,NA,18
E14-2014-10-17,84.7,NA,NA,NA,NA,NA,52
F14-2016-10-23,67.6,32.7,84.0,14.8,27.0,28.0,38
E14-2014-09-16,57.2,24.4,24.0,12.5,NA,NA,21
E17-2012-10-06,69.9,NA,NA,NA,NA,NA,44
E14-2014-10-03,69.5,NA,NA,NA,NA,NA,38
C11-2015-10-08,40.4,22.6,23.0,12.0,NA,NA,31
D5-2014-11-13,50.6,NA,NA,NA,NA,NA,82
A9-2014-09-02,21.6,15.6,14.0,10.1,NA,NA,13
A11-2014-10-18,74.3,33.0,159.0,15.3,55.0,75.0,72
B12-2012-09-23,73.4,29.0,58.0,13.9,8.0,8.0,33
D5-2014-11-10,51.8,NA,NA,NA,NA,NA,79
A9-2017-09-12,46.6,22.5,23.0,12.5,NA,NA,19
H3-2015-10-05,84.3,32.2,141.0,15.5,48.0,56.0,63
E17-2012-10-01,63.0,NA,NA,NA,NA,NA,39
D4-2015-10-30,95.4,30.9,137.0,15.6,55.0,65.0,61
E11-2012-09-15,75.2,30.9,69.0,14.7,10.0,10.0,35
E16-2012-08-21,16.9,NA,NA,NA,NA,NA,3
B5-2014-11-02,79.8,NA,NA,NA,NA,NA,77
D6-2015-10-20,91.3,34.4,131.0,16.2,49.0,59.0,64
B12-2017-09-18,75.2,31.6,69.0,14.8,NA,NA,36
D11-2015-10-03,67.9,32.8,101.0,15.0,36.0,39.0,55
F6-2015-09-03,10.2,11.59,12.0,9.84,NA,NA,3
B12-2017-08-31,59.5,23.5,27.0,12.0,NA,NA,18
H4-2017-08-29,65.1,29.9,57.0,15.1,NA,NA,38
A4-2012-09-02,61.9,30.0,52.0,14.0,NA,NA,32
B13-2012-10-14,105.4,33.3,112.0,15.5,43.0,49.0,53
F6-2017-10-21,87.4,34.7,148.0,16.4,54.0,66.0,64
F6-2012-10-29,74.7,31.6,154.0,14.8,55.0,77.0,67
B12-2017-09-16,75.2,30.7,65.0,14.7,NA,NA,34
A3-2014-10-12,87.3,31.9,123.0,14.9,44.0,54.0,63
G13-2014-09-17,72.4,30.9,63.5,14.8,19.0,27.0,39
A11-2012-09-17,59.0,30.4,56.0,14.0,NA,NA,40
E17-2012-09-27,60.5,NA,NA,NA,NA,NA,35
G6-2016-10-21,61.4,34.3,183.0,14.2,54.0,89.0,82
H9-2014-09-30,73.8,NA,NA,NA,NA,NA,41
H3-2017-09-11,74.4,31.7,65.0,15.9,NA,NA,38
F14-2016-09-26,43.8,20.5,21.0,11.1,NA,NA,11
A6-2014-08-25,39.8,19.5,19.0,11.0,NA,NA,14
A7-2014-09-27,63.5,33.8,122.5,15.2,51.0,57.0,62
G12-2013-09-18,63.3,32.8,73.0,14.2,23.0,26.0,49
C5-2012-11-04,76.8,30.8,151.0,14.3,51.0,70.0,86
D5-2012-10-22,88.9,NA,NA,NA,NA,NA,63
D5-2014-09-24,72.9,NA,NA,NA,NA,NA,32
E17-2012-10-17,NA,NA,NA,NA,NA,NA,55
C8-2014-09-03,37.2,21.1,21.5,11.5,NA,NA,16
A3-2014-10-27,69.2,31.8,169.5,14.6,54.5,79.0,78
C1-2014-10-04,77.8,31.0,65.0,14.2,14.0,20.0,52
A3-2012-09-15,58.4,27.5,43.0,12.7,NA,NA,28
A11-2017-09-16,70.0,31.8,74.0,14.7,NA,NA,44
C4-2013-09-12,46.8,32.8,80.0,14.1,24.0,27.0,47
C13-2015-10-12,64.5,31.6,76.0,14.2,NA,NA,49
D3-2012-09-27,83.0,32.2,78.0,14.5,26.0,28.0,46
C8-2016-11-01,85.0,32.9,136.0,14.9,54.0,63.0,61
FZ-2012-08-23,23.5,15.2,16.0,9.1,NA,NA,7
B13-2014-10-02,83.6,NA,NA,NA,NA,NA,35
E23-2013-09-13,39.4,19.5,20.0,11.2,NA,NA,16
G9-2017-09-11,62.0,27.5,38.0,14.1,NA,NA,28
B13-2014-11-11,75.2,NA,NA,NA,NA,NA,75
C2-2014-10-12,64.9,NA,NA,NA,NA,NA,56
E17-2012-08-28,9.7,NA,NA,NA,NA,NA,5
C7-2013-09-18,91.6,32.9,85.0,15.0,31.0,25.0,49
D6-2012-10-02,74.7,NA,NA,NA,NA,NA,45
H5-2014-08-30,50.3,23.9,25.0,12.1,NA,NA,19
F16-2017-10-21,69.2,31.8,167.0,15.2,49.0,78.0,69
D9-2012-08-19,53.9,24.2,29.0,13.3,NA,NA,22
G9-2013-09-24,53.6,28.8,62.0,14.2,13.0,13.0,40
C2-2014-09-17,53.5,27.5,39.0,13.5,NA,NA,31
E16-2012-09-06,48.5,22.1,25.0,11.4,NA,NA,19
D13-2012-11-02,65.3,31.3,171.0,14.6,57.0,87.0,78
F14-2016-11-04,79.1,28.2,133.0,14.1,51.0,66.0,50
A9-2014-11-08,86.8,NA,NA,NA,NA,NA,80
A9-2017-10-05,68.2,NA,NA,NA,NA,NA,42
B9-2014-08-25,34.6,19.8,19.0,10.8,NA,NA,14
E14-2015-10-12,97.5,34.7,124.0,15.4,45.0,53.0,60
C4-2013-09-21,58.2,32.8,109.0,14.3,40.0,46.0,56
C9-2012-10-02,84.5,32.5,139.0,15.8,53.0,60.0,58
A7-2014-10-15,62.7,33.6,175.5,15.3,57.0,85.0,80
FZ-2013-09-30,82.8,33.0,102.0,14.6,28.0,43.0,53
F16-2014-08-18,59.3,28.7,36.0,12.8,NA,NA,29
C5-2014-09-25,71.8,33.0,78.5,15.0,32.0,35.5,49
B12-2014-10-15,69.9,32.0,173.4,15.7,56.0,84.0,72
E16-2012-10-13,66.6,NA,NA,NA,NA,NA,56
F19-2015-10-19,81.5,33.8,152.0,15.0,56.0,70.0,65
F11-2017-08-28,52.2,23.3,24.0,13.0,NA,NA,17
FC-2012-10-21,84.0,32.6,175.0,15.7,59.0,84.0,69
E14-2012-09-11,67.1,NA,NA,NA,NA,NA,23
F6-2017-08-31,38.0,18.7,19.0,11.7,NA,NA,13
F12-2014-08-24,21.4,15.3,14.0,9.5,NA,NA,9
D4-2014-08-29,68.8,31.9,61.5,14.7,13.0,13.0,34
F10-2014-09-17,38.9,27.8,38.0,13.8,NA,NA,35
D9-2012-09-30,72.1,33.5,156.0,16.5,53.0,67.0,64
D2-2012-11-05,48.5,31.6,120.0,15.0,40.0,50.0,84
H7-2016-10-21,68.7,31.7,96.0,14.3,32.0,34.0,51
C7-2015-09-11,60.8,27.9,35.0,14.8,NA,NA,29
D6-2012-10-11,94.9,NA,NA,NA,NA,NA,54
C7-2017-09-24,86.0,34.1,130.0,15.6,48.0,60.0,60
E22-2017-10-12,75.9,34.4,153.0,15.5,57.0,70.0,66
D7-2015-09-08,77.9,30.1,43.0,13.72,NA,NA,30
C10-2015-10-05,77.8,31.3,65.0,14.6,23.0,19.0,42
G13-2014-09-11,54.1,29.7,52.0,13.5,10.0,10.0,33
C5-2014-08-23,47.4,22.5,24.0,12.3,NA,NA,16
E22-2013-09-15,70.1,26.0,31.0,12.5,NA,NA,24
H2-2013-11-06,69.7,28.5,139.0,13.8,54.0,75.0,75
H7-2013-09-10,42.7,21.5,22.0,11.4,NA,NA,16
E17-2012-09-08,31.6,18.5,20.0,11.5,NA,NA,16
D3-2014-10-01,79.1,31.2,93.0,15.0,33.5,40.0,52
F7-2017-10-15,69.9,32.6,182.0,15.4,61.0,96.0,74
E17-2012-08-25,9.6,13.0,13.0,8.6,NA,NA,2
C8-2014-09-09,36.1,23.7,27.0,12.3,NA,NA,22
A7-2012-09-29,69.9,33.4,116.0,15.1,40.0,50.0,57
E16-2012-11-02,72.1,30.9,175.0,15.1,61.0,90.0,76
B2-2012-10-05,96.2,32.4,130.0,15.1,51.0,63.0,56
E14-2012-08-21,11.3,12.7,14.0,8.0,NA,NA,2
A3-2012-09-06,41.7,22.0,21.0,11.2,NA,NA,19
